"skill","salary"
"python","90000"
"r","90000"
"aws","90000"
"sql","84000"
"python","84000"
"java","84000"
"javascript","84000"
"html","84000"
"c#","84000"
"tableau","84000"
"sql","115000"
"vba","115000"
"sql server","115000"
"sharepoint","115000"
"sql","115000"
"python","115000"
"r","115000"
"power bi","115000"
"sql","100000"
"sas","115000"
"spring","115000"
"excel","115000"
"tableau","115000"
"power bi","115000"
"sas","115000"
"ms access","115000"
"sql","85133"
"r","85133"
"go","85133"
"tableau","85133"
"python","50000"
"r","50000"
"excel","50000"
"tableau","50000"
"power bi","50000"
"power bi","94199"
"sql","36000"
"excel","36000"
"r","55330"
"excel","180000"
"excel","89548"
"sql","90000"
"python","90000"
"excel","90000"
"word","90000"
"sharepoint","90000"
"powerpoint","90000"
"outlook","90000"
"visio","90000"
"c","55668"
"tableau","115000"
"sql","91800"
"vba","91800"
"excel","91800"
"sql","111175"
"excel","111175"
"tableau","111175"
"sql","102000"
"excel","102000"
"sql","70000"
"python","70000"
"r","70000"
"tableau","70000"
"power bi","70000"
"sql","84500"
"python","84500"
"r","84500"
"sql server","84500"
"excel","84500"
"tableau","84500"
"power bi","84500"
"looker","84500"
"sheets","84500"
"sql","84000"
"python","84000"
"nosql","84000"
"r","84000"
"tableau","84000"
"tableau","122538"
"python","111175"
"r","111175"
"bash","111175"
"express","111175"
"sql","105000"
"python","105000"
"snowflake","105000"
"airflow","105000"
"looker","105000"
"sql","85000"
"tableau","85000"
"power bi","85000"
"cognos","120710"
"python","175000"
"aws","175000"
"git","175000"
"sql","71850"
"python","71850"
"r","71850"
"phoenix","71850"
"tableau","71850"
"sql","82500"
"sql","87950"
"python","87950"
"excel","87950"
"tableau","87950"
"power bi","87950"
"powerpoint","87950"
"planner","87950"
"terminal","81326"
"r","114150"
"sas","114150"
"excel","114150"
"sas","114150"
"word","114150"
"powerpoint","114150"
"sql","70000"
"sql","100500"
"python","100500"
"azure","100500"
"databricks","100500"
"sql","45000"
"sql server","45000"
"excel","45000"
"word","45000"
"sharepoint","45000"
"powerpoint","45000"
"sql","143500"
"python","143500"
"r","143500"
"bash","143500"
"powershell","143500"
"postgresql","143500"
"sql server","143500"
"azure","143500"
"oracle","143500"
"linux","143500"
"windows","143500"
"sharepoint","143500"
"sql","37500"
"sql","95000"
"python","95000"
"javascript","95000"
"html","95000"
"neo4j","95000"
"pandas","95000"
"numpy","95000"
"excel","109159"
"sheets","109159"
"sql","62500"
"excel","62500"
"ms access","62500"
"tableau","85000"
"power bi","85000"
"qlik","85000"
"flow","85000"
"sql","60000"
"excel","60000"
"sql","70000"
"sql","51863"
"excel","85133"
"visio","85133"
"flow","85133"
"sql","107250"
"sql server","107250"
"oracle","107250"
"excel","107250"
"tableau","107250"
"power bi","107250"
"word","107250"
"powerpoint","107250"
"ms access","107250"
"sql","111175"
"python","111175"
"r","111175"
"go","111175"
"javascript","111175"
"react","111175"
"sql","90000"
"python","90000"
"go","90000"
"tableau","90000"
"sql","79930"
"python","79930"
"r","79930"
"vba","79930"
"excel","79930"
"tableau","79930"
"power bi","79930"
"outlook","79930"
"sql","108000"
"python","108000"
"r","108000"
"tableau","108000"
"looker","108000"
"sql","115000"
"flow","115000"
"sql","94000"
"excel","94000"
"excel","75068"
"powerpoint","75068"
"sql","90000"
"azure","90000"
"express","90000"
"tableau","90000"
"power bi","90000"
"alteryx","90000"
"sql","90000"
"python","90000"
"r","90000"
"sas","57300"
"excel","57300"
"sas","57300"
"word","57300"
"sql","111175"
"sas","111175"
"gdpr","111175"
"sas","111175"
"jira","111175"
"sql","79200"
"python","79200"
"sql","115500"
"python","115500"
"azure","115500"
"snowflake","115500"
"jira","115500"
"confluence","115500"
"excel","75000"
"powerpoint","75000"
"sql","111202"
"python","111202"
"r","111202"
"vba","111202"
"pyspark","111202"
"airflow","111202"
"hadoop","111202"
"excel","111202"
"tableau","111202"
"looker","111202"
"sql","184000"
"python","184000"
"r","184000"
"sql","90000"
"python","90000"
"r","90000"
"sql","110000"
"t-sql","110000"
"sql server","110000"
"excel","110000"
"power bi","110000"
"dax","110000"
"ssis","110000"
"sql","115000"
"python","115000"
"r","115000"
"github","139860"
"sql","56000"
"c","56000"
"excel","56000"
"tableau","56000"
"word","56000"
"powerpoint","56000"
"outlook","56000"
"spss","56000"
"excel","62500"
"word","32516"
"spreadsheet","32516"
"html","105000"
"excel","105000"
"tableau","105000"
"power bi","105000"
"sql","67500"
"python","67500"
"r","67500"
"looker","67500"
"sql","102500"
"python","102500"
"airflow","102500"
"tableau","102500"
"looker","102500"
"sql","115000"
"sas","115000"
"sas","115000"
"flow","115000"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"vba","90000"
"sas","90000"
"sql","85000"
"python","85000"
"nosql","85000"
"scala","85000"
"java","85000"
"r","85000"
"javascript","85000"
"c++","85000"
"mongodb","85000"
"c","85000"
"neo4j","85000"
"mongodb","85000"
"tensorflow","85000"
"gdpr","43200"
"excel","43200"
"power bi","43200"
"sharepoint","43200"
"powerpoint","43200"
"sql","118140"
"python","118140"
"jupyter","118140"
"tableau","118140"
"power bi","118140"
"looker","118140"
"excel","146100"
"powerpoint","146100"
"jira","146100"
"confluence","146100"
"sql","115000"
"sap","115000"
"alteryx","115000"
"python","100000"
"r","100000"
"sas","100000"
"sas","100000"
"sql","94500"
"tableau","94500"
"ssrs","94500"
"flow","94500"
"sql","87472"
"sas","87472"
"sas","87472"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"tableau","90000"
"sas","90000"
"python","218500"
"r","218500"
"go","218500"
"matlab","218500"
"sql","74050"
"python","74050"
"r","74050"
"excel","74050"
"sql","90000"
"python","90000"
"r","90000"
"snowflake","90000"
"looker","90000"
"sas","115000"
"excel","115000"
"tableau","115000"
"sas","115000"
"word","115000"
"powerpoint","115000"
"outlook","115000"
"cognos","115000"
"python","145500"
"pandas","145500"
"jupyter","145500"
"matplotlib","145500"
"tableau","96725"
"power bi","96725"
"sharepoint","96725"
"python","66500"
"r","66500"
"spss","66500"
"planner","66500"
"sql","89100"
"python","89100"
"sql","137610"
"python","137610"
"r","137610"
"vba","137610"
"sql","115000"
"python","115000"
"r","115000"
"snowflake","115000"
"tableau","115000"
"flow","115000"
"sql","132500"
"python","132500"
"r","132500"
"excel","132500"
"tableau","132500"
"power bi","105650"
"sql","90000"
"azure","90000"
"express","90000"
"tableau","90000"
"power bi","90000"
"alteryx","90000"
"sql","98500"
"python","98500"
"r","98500"
"excel","98500"
"excel","57500"
"python","53014"
"matlab","53014"
"spark","53014"
"hadoop","53014"
"tableau","53014"
"python","120000"
"tableau","120000"
"sql","115000"
"python","115000"
"r","115000"
"sas","115000"
"oracle","115000"
"excel","115000"
"tableau","115000"
"sas","115000"
"word","115000"
"powerpoint","115000"
"ssrs","115000"
"outlook","115000"
"spss","115000"
"excel","94000"
"tableau","94000"
"jira","94000"
"sql","120000"
"python","120000"
"tableau","120000"
"sql","110000"
"python","110000"
"aws","110000"
"tableau","110000"
"python","125000"
"c++","125000"
"matlab","125000"
"visual basic","125000"
"sql","59500"
"tableau","59500"
"power bi","105650"
"excel","75907"
"word","75907"
"powerpoint","75907"
"outlook","75907"
"sas","115000"
"excel","115000"
"sas","115000"
"word","115000"
"powerpoint","115000"
"ms access","115000"
"sql","60000"
"python","60000"
"excel","60000"
"tableau","60000"
"sql","110000"
"aws","110000"
"sql","100000"
"python","100000"
"snowflake","100000"
"git","100000"
"sql","90000"
"sas","90000"
"sas","90000"
"sql","125000"
"python","125000"
"r","125000"
"vba","125000"
"excel","125000"
"tableau","125000"
"alteryx","125000"
"flow","125000"
"sql","115000"
"r","115000"
"excel","115000"
"tableau","115000"
"sql","115000"
"sas","115000"
"sas","115000"
"flow","115000"
"sql","63000"
"excel","63000"
"python","99150"
"pandas","99150"
"numpy","99150"
"scikit-learn","99150"
"plotly","99150"
"seaborn","99150"
"power bi","99150"
"r","85000"
"tableau","85000"
"sql","115000"
"python","115000"
"nosql","115000"
"sql","125000"
"python","125000"
"r","125000"
"snowflake","125000"
"hadoop","125000"
"tableau","125000"
"sql","90000"
"sas","90000"
"visual basic","90000"
"db2","90000"
"sas","90000"
"sql","115000"
"python","115000"
"excel","115000"
"tableau","115000"
"qlik","115000"
"excel","67194"
"powerpoint","67194"
"sql","103700"
"tableau","103700"
"sap","103700"
"sharepoint","103700"
"jira","103700"
"r","84800"
"sas","84800"
"sas","84800"
"excel","100500"
"tableau","100500"
"power bi","100500"
"sql","149509"
"express","149509"
"excel","100500"
"sql","53014"
"windows","53014"
"tableau","53014"
"power bi","53014"
"excel","87500"
"word","87500"
"powerpoint","87500"
"sql","65000"
"python","65000"
"r","65000"
"bigquery","65000"
"airflow","65000"
"excel","65000"
"git","65000"
"sql","60000"
"t-sql","60000"
"mysql","60000"
"excel","60000"
"tableau","60000"
"power bi","60000"
"spss","60000"
"sql","118500"
"excel","118500"
"tableau","118500"
"looker","118500"
"sheets","118500"
"powerpoint","118500"
"excel","62500"
"flow","62500"
"sql","70000"
"excel","49951"
"word","49951"
"sap","49951"
"excel","105000"
"sap","105000"
"powerpoint","105000"
"outlook","105000"
"ms access","105000"
"python","51863"
"sas","60500"
"sas","60500"
"sql","85000"
"python","85000"
"r","85000"
"excel","85000"
"power bi","85000"
"word","52500"
"spreadsheet","52500"
"sql","92500"
"azure","92500"
"aws","92500"
"snowflake","92500"
"tableau","92500"
"microstrategy","92500"
"sql","74049"
"python","74049"
"r","74049"
"sas","74049"
"sas","74049"
"jira","74049"
"sql","112500"
"python","112500"
"visual basic","112500"
"vba","112500"
"excel","112500"
"tableau","112500"
"power bi","112500"
"spreadsheet","112500"
"sql","75000"
"python","75000"
"java","75000"
"r","75000"
"c++","75000"
"c#","75000"
"matlab","75000"
"sql","85000"
"excel","85000"
"tableau","85000"
"alteryx","85000"
"sql","51863"
"python","51863"
"sql","157500"
"go","157500"
"oracle","157500"
"sql","92460"
"excel","92460"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"javascript","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"sas","90000"
"sql","73250"
"python","73250"
"r","73250"
"aws","73250"
"excel","73250"
"tableau","73250"
"alteryx","73250"
"excel","65000"
"sql","111175"
"excel","111175"
"word","111175"
"powerpoint","111175"
"sql","75000"
"tableau","75000"
"sql","60000"
"python","60000"
"sas","60000"
"excel","60000"
"sas","60000"
"sql","90000"
"python","90000"
"tableau","90000"
"looker","90000"
"sql","107500"
"crystal","107500"
"sap","107500"
"sql","110000"
"sql server","110000"
"azure","110000"
"excel","110000"
"power bi","110000"
"excel","50000"
"word","50000"
"spreadsheet","50000"
"sql","95000"
"r","95000"
"crystal","95000"
"oracle","95000"
"snowflake","95000"
"tableau","95000"
"excel","85000"
"word","85000"
"spreadsheet","85000"
"powerpoint","85000"
"excel","86000"
"tableau","86000"
"power bi","86000"
"spreadsheet","86000"
"sheets","86000"
"sql","90000"
"tableau","90000"
"excel","77500"
"tableau","77500"
"word","77500"
"powerpoint","77500"
"alteryx","77500"
"sql","105000"
"python","105000"
"r","105000"
"sas","105000"
"matlab","105000"
"excel","105000"
"sas","105000"
"spss","105000"
"sql","111175"
"python","111175"
"java","111175"
"r","111175"
"sql server","111175"
"pandas","111175"
"tableau","111175"
"power bi","111175"
"word","82500"
"slack","82500"
"excel","56700"
"sap","56700"
"phoenix","52500"
"excel","52500"
"sql","100500"
"python","100500"
"r","100500"
"tableau","100500"
"sql","110000"
"python","110000"
"r","110000"
"vba","110000"
"snowflake","110000"
"tableau","110000"
"power bi","110000"
"dax","110000"
"powerpoint","110000"
"alteryx","110000"
"sql","72500"
"vba","72500"
"excel","72500"
"power bi","72500"
"sql","87500"
"sql server","87500"
"db2","87500"
"sap","87500"
"sql","157500"
"python","157500"
"r","157500"
"php","157500"
"sql","147500"
"r","84500"
"sas","84500"
"javascript","84500"
"excel","84500"
"tableau","84500"
"looker","84500"
"sas","84500"
"spss","84500"
"sql","100000"
"python","100000"
"r","100000"
"sas","100000"
"vba","100000"
"sas","100000"
"sql","90000"
"oracle","90000"
"excel","90000"
"sharepoint","90000"
"azure","111175"
"excel","111175"
"sql","175000"
"airflow","175000"
"tableau","175000"
"sql","111175"
"python","111175"
"looker","111175"
"go","85000"
"python","159640"
"sas","159640"
"bash","159640"
"powershell","159640"
"azure","159640"
"aws","159640"
"sas","159640"
"kubernetes","159640"
"jira","159640"
"confluence","159640"
"sql","84500"
"jenkins","84500"
"python","90000"
"r","90000"
"azure","90000"
"aws","90000"
"tableau","90000"
"power bi","90000"
"powerpoint","90000"
"cognos","90000"
"visio","90000"
"excel","62000"
"python","90000"
"r","90000"
"vba","90000"
"excel","90000"
"word","90000"
"sharepoint","90000"
"sql","120624"
"sql","100000"
"python","100000"
"nosql","100000"
"javascript","100000"
"mongodb","100000"
"mongodb","100000"
"excel","100000"
"flow","100000"
"sql","98500"
"python","98500"
"java","98500"
"r","98500"
"c#","98500"
"tableau","98500"
"power bi","98500"
"qlik","98500"
"jira","98500"
"excel","90000"
"python","111175"
"r","111175"
"gcp","111175"
"matlab","70500"
"excel","70500"
"power bi","70500"
"sql","119200"
"python","119200"
"hadoop","119200"
"tableau","119200"
"sql","87472"
"sas","87472"
"sas","87472"
"sql","89100"
"sql server","89100"
"excel","89100"
"power bi","89100"
"powerpoint","89100"
"ssrs","89100"
"excel","65000"
"word","65000"
"sql","200000"
"python","200000"
"scala","200000"
"spark","200000"
"airflow","200000"
"tableau","200000"
"sql","60000"
"sql server","60000"
"tableau","60000"
"power bi","60000"
"ssrs","60000"
"sql","69750"
"r","69750"
"sas","69750"
"excel","69750"
"sas","69750"
"word","69750"
"microstrategy","69750"
"powerpoint","69750"
"c","156000"
"terminal","156000"
"sql","92500"
"excel","92500"
"python","149653"
"spark","149653"
"word","119329"
"spreadsheet","119329"
"excel","90250"
"powerpoint","90250"
"python","75000"
"azure","75000"
"aws","75000"
"spark","75000"
"aws","70000"
"pytorch","70000"
"azure","101014"
"databricks","101014"
"sql","80000"
"python","80000"
"sas","80000"
"aws","80000"
"sas","80000"
"qlik","80000"
"tableau","115000"
"power bi","115000"
"sql","125000"
"python","125000"
"aws","125000"
"jupyter","125000"
"tableau","125000"
"looker","125000"
"sql","102000"
"excel","102000"
"sql","50000"
"excel","50000"
"r","43656"
"excel","43656"
"tableau","43656"
"word","43656"
"sharepoint","43656"
"sql","65000"
"visual basic","65000"
"vba","65000"
"excel","65000"
"tableau","65000"
"power bi","65000"
"word","65000"
"powerpoint","65000"
"ms access","65000"
"sql","90000"
"sas","90000"
"javascript","90000"
"excel","90000"
"sas","90000"
"word","90000"
"powerpoint","90000"
"outlook","90000"
"spss","90000"
"tableau","96725"
"power bi","96725"
"sharepoint","96725"
"aws","55500"
"snowflake","55500"
"power bi","89100"
"sql","63000"
"tableau","63000"
"spss","63000"
"tableau","96725"
"power bi","96725"
"sharepoint","96725"
"sql","125930"
"sas","125930"
"phoenix","125930"
"sas","125930"
"sql","77500"
"python","77500"
"sql","84500"
"python","84500"
"r","84500"
"sql","90000"
"excel","90000"
"tableau","90000"
"sharepoint","90000"
"jira","90000"
"confluence","90000"
"sql","55000"
"python","55000"
"sas","55000"
"matlab","55000"
"excel","55000"
"sas","55000"
"spss","55000"
"sql","100000"
"sql server","100000"
"windows","100000"
"excel","100000"
"power bi","100000"
"dax","100000"
"flow","100000"
"sql","85375"
"excel","85375"
"sql","95000"
"excel","95000"
"power bi","95000"
"dax","95000"
"power bi","95000"
"jira","95000"
"r","89796"
"sas","89796"
"sas","89796"
"sql","118500"
"python","118500"
"tableau","118500"
"looker","118500"
"sql","106479"
"java","106479"
"html","106479"
"vba","106479"
"db2","106479"
"oracle","106479"
"linux","106479"
"sql","122500"
"sql server","122500"
"db2","122500"
"sap","122500"
"sql","175500"
"spark","175500"
"hadoop","175500"
"tableau","175500"
"looker","175500"
"python","74050"
"r","74050"
"excel","90000"
"power bi","90000"
"excel","75000"
"power bi","75000"
"sql","85000"
"python","85000"
"r","85000"
"alteryx","85000"
"sql","167508"
"python","167508"
"hadoop","167508"
"excel","167508"
"powerpoint","167508"
"flow","167508"
"mysql","69900"
"excel","56700"
"excel","75000"
"powerpoint","75000"
"sql","110000"
"python","70000"
"r","70000"
"sql","77500"
"python","77500"
"r","77500"
"go","77500"
"tableau","77500"
"looker","77500"
"sql","102500"
"power bi","56700"
"sql","91000"
"sql","72500"
"excel","72500"
"tableau","72500"
"power bi","72500"
"looker","72500"
"sql","105000"
"python","105000"
"aws","105000"
"excel","105000"
"power bi","105000"
"flow","105000"
"sql","50000"
"azure","50000"
"aws","50000"
"sql","151950"
"sql server","151950"
"oracle","151950"
"tableau","151950"
"power bi","52500"
"sql","79200"
"sap","127750"
"sql","72900"
"python","72900"
"r","72900"
"sas","72900"
"sql server","72900"
"azure","72900"
"snowflake","72900"
"tableau","72900"
"power bi","72900"
"sas","72900"
"qlik","72900"
"sql","60000"
"python","60000"
"express","60000"
"excel","60000"
"tableau","60000"
"sql","100000"
"python","100000"
"r","100000"
"tableau","100000"
"looker","100000"
"sql","70000"
"sql","41000"
"python","41000"
"excel","41000"
"sql","77500"
"javascript","77500"
"html","77500"
"css","77500"
"php","77500"
"sql server","77500"
"sql","65000"
"python","65000"
"r","65000"
"excel","65000"
"tableau","65000"
"power bi","65000"
"sql","145000"
"python","145000"
"excel","145000"
"powerpoint","145000"
"sap","79200"
"phoenix","126802"
"aws","110000"
"oracle","110000"
"pyspark","110000"
"r","90613"
"sql","55000"
"go","55000"
"flow","55000"
"excel","102500"
"tableau","102500"
"sql","80850"
"scala","80850"
"r","80850"
"matlab","80850"
"tableau","80850"
"power bi","80850"
"sql","95000"
"tableau","95000"
"looker","95000"
"sql","105000"
"excel","105000"
"tableau","105000"
"power bi","105000"
"visio","105000"
"flow","105000"
"github","285000"
"sql","92500"
"python","92500"
"r","92500"
"sas","92500"
"matlab","92500"
"tableau","92500"
"sas","92500"
"sql","70000"
"python","70000"
"r","70000"
"azure","70000"
"aws","70000"
"redshift","70000"
"snowflake","70000"
"tableau","94400"
"flow","94400"
"outlook","82430"
"sql","100000"
"python","100000"
"r","100000"
"sas","100000"
"oracle","100000"
"excel","100000"
"tableau","100000"
"sas","100000"
"word","100000"
"powerpoint","100000"
"ssrs","100000"
"outlook","100000"
"spss","100000"
"go","100500"
"python","147500"
"scala","147500"
"r","147500"
"go","147500"
"sql","111175"
"python","111175"
"spark","111175"
"hadoop","111175"
"sql","51014"
"aws","51014"
"redshift","51014"
"power bi","51014"
"qlik","51014"
"splunk","51014"
"flow","51014"
"excel","105000"
"word","105000"
"powerpoint","105000"
"sql","107500"
"python","107500"
"r","107500"
"airflow","107500"
"sql","107000"
"python","107000"
"r","107000"
"javascript","107000"
"azure","107000"
"numpy","107000"
"tensorflow","107000"
"pytorch","107000"
"scikit-learn","107000"
"react","107000"
"angular","107000"
"excel","107000"
"flow","107000"
"github","107000"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"excel","61314"
"sql","67500"
"snowflake","67500"
"tableau","67500"
"looker","67500"
"sql","130250"
"python","130250"
"r","130250"
"sas","130250"
"tableau","130250"
"sas","130250"
"spss","130250"
"alteryx","130250"
"sql","97500"
"python","97500"
"java","97500"
"shell","97500"
"azure","97500"
"aws","97500"
"hadoop","97500"
"qlik","97500"
"ssrs","97500"
"sql","66662"
"python","66662"
"excel","66662"
"power bi","66662"
"sql","100500"
"sql","100500"
"excel","100500"
"tableau","100500"
"tableau","95000"
"python","81776"
"r","81776"
"t-sql","81776"
"excel","81776"
"tableau","81776"
"qlik","81776"
"cognos","81776"
"sql","111175"
"python","111175"
"phoenix","111175"
"excel","111175"
"tableau","111175"
"qlik","111175"
"sheets","111175"
"powerpoint","111175"
"sql","65000"
"power bi","65000"
"tableau","102500"
"word","102500"
"powerpoint","102500"
"sql","106680"
"excel","106680"
"power bi","106680"
"powerpoint","106680"
"sql","73750"
"python","73750"
"r","73750"
"sas","73750"
"snowflake","73750"
"tableau","73750"
"power bi","73750"
"sas","73750"
"sql","53014"
"python","53014"
"r","53014"
"sql","200000"
"sql","111175"
"python","111175"
"r","111175"
"tableau","111175"
"sql","90000"
"python","90000"
"r","90000"
"power bi","90000"
"sql","105515"
"python","105515"
"unix","105515"
"excel","105515"
"jira","105515"
"gcp","72900"
"sql","129465"
"sas","129465"
"excel","129465"
"sas","129465"
"word","129465"
"powerpoint","129465"
"visio","129465"
"flow","129465"
"jira","129465"
"sql","81700"
"sas","81700"
"excel","81700"
"sas","81700"
"word","81700"
"powerpoint","81700"
"outlook","81700"
"ms access","81700"
"sql","115000"
"python","115000"
"r","115000"
"tableau","115000"
"power bi","115000"
"sql","111175"
"python","111175"
"aws","111175"
"sql","127100"
"python","127100"
"oracle","127100"
"tableau","127100"
"splunk","127100"
"visio","127100"
"sql","83200"
"go","83200"
"sql","89830"
"python","89830"
"visual basic","89830"
"sql server","89830"
"oracle","89830"
"hadoop","89830"
"excel","89830"
"tableau","89830"
"sql","165000"
"python","165000"
"r","165000"
"c++","165000"
"sql","95000"
"python","95000"
"c#","95000"
"sql server","95000"
"azure","95000"
"ssis","95000"
"ssrs","95000"
"sql","80000"
"tableau","80000"
"power bi","80000"
"flow","80000"
"sql","105000"
"python","105000"
"nosql","105000"
"r","105000"
"mongodb","105000"
"neo4j","105000"
"mongodb","105000"
"hadoop","105000"
"excel","105000"
"tableau","105000"
"sql","60500"
"python","60500"
"r","60500"
"sas","60500"
"tableau","60500"
"sas","60500"
"flow","60500"
"sql","77500"
"c","77500"
"excel","77500"
"tableau","77500"
"power bi","77500"
"sql","62500"
"excel","115000"
"excel","57500"
"sql","74050"
"python","74050"
"r","74050"
"excel","74050"
"tableau","85000"
"terminal","85000"
"spark","200000"
"sql","105000"
"python","105000"
"r","105000"
"excel","105000"
"tableau","105000"
"looker","105000"
"spss","105000"
"python","89500"
"go","89500"
"azure","89500"
"oracle","89500"
"excel","89500"
"tableau","89500"
"power bi","89500"
"word","89500"
"sharepoint","89500"
"visio","89500"
"excel","70000"
"word","70000"
"sql","70000"
"r","70000"
"sas","70000"
"excel","70000"
"tableau","70000"
"sas","70000"
"spss","70000"
"sql","105000"
"python","105000"
"tableau","105000"
"looker","105000"
"sql","73600"
"ssrs","73600"
"sql","101540"
"snowflake","60000"
"smartsheet","60000"
"sql","56700"
"python","56700"
"r","56700"
"oracle","56700"
"power bi","56700"
"sql","70000"
"excel","70000"
"sql","67500"
"excel","67500"
"tableau","67500"
"power bi","67500"
"sql","175000"
"excel","175000"
"sql","138000"
"python","138000"
"r","138000"
"sas","138000"
"gcp","138000"
"sas","138000"
"excel","90000"
"power bi","90000"
"spreadsheet","90000"
"powerpoint","90000"
"visio","90000"
"sql","111175"
"python","111175"
"r","111175"
"snowflake","111175"
"tableau","111175"
"sql","150000"
"python","150000"
"go","150000"
"tableau","150000"
"looker","150000"
"excel","65038"
"powerpoint","65038"
"sql","107500"
"python","107500"
"r","107500"
"sas","107500"
"hadoop","107500"
"excel","107500"
"tableau","107500"
"power bi","107500"
"sas","107500"
"word","107500"
"powerpoint","107500"
"outlook","107500"
"sql","65000"
"python","65000"
"r","65000"
"go","65000"
"looker","65000"
"sql","115000"
"python","115000"
"redshift","115000"
"snowflake","115000"
"tableau","115000"
"python","78500"
"nosql","78500"
"powershell","78500"
"excel","135000"
"word","135000"
"powerpoint","135000"
"sql","98500"
"python","98500"
"excel","98500"
"excel","73405"
"word","73405"
"powerpoint","73405"
"outlook","73405"
"excel","50400"
"sap","50400"
"sql","86094"
"python","86094"
"r","86094"
"vba","86094"
"aws","86094"
"gcp","86094"
"sql","94500"
"python","94500"
"snowflake","94500"
"excel","94500"
"ssrs","94500"
"sql","57500"
"tableau","57500"
"power bi","57500"
"sql","105000"
"python","105000"
"r","105000"
"sas","105000"
"matlab","105000"
"excel","105000"
"sas","105000"
"spss","105000"
"sql","49725"
"sql","160000"
"python","160000"
"excel","160000"
"sql","84000"
"tableau","84000"
"power bi","84000"
"excel","54000"
"python","68000"
"r","68000"
"matlab","68000"
"github","68000"
"sql","92500"
"go","92500"
"t-sql","92500"
"visual basic","92500"
"sql server","92500"
"azure","92500"
"excel","92500"
"word","92500"
"ms access","92500"
"visio","92500"
"sql","100000"
"python","100000"
"r","100000"
"shell","100000"
"postgresql","100000"
"git","100000"
"sql","57500"
"python","57500"
"vba","57500"
"sql","71678"
"python","71678"
"r","71678"
"sas","71678"
"excel","71678"
"sas","71678"
"sql","80000"
"oracle","80000"
"excel","80000"
"power bi","80000"
"sharepoint","80000"
"sap","89100"
"sql","120000"
"vba","120000"
"excel","120000"
"power bi","120000"
"ssrs","120000"
"sql","75000"
"python","75000"
"r","75000"
"excel","75000"
"word","75000"
"sharepoint","75000"
"outlook","75000"
"excel","70000"
"power bi","70000"
"c","142045"
"tableau","142045"
"jira","142045"
"confluence","142045"
"go","125000"
"flow","125000"
"sql","95000"
"python","95000"
"r","95000"
"excel","95000"
"tableau","95000"
"looker","95000"
"sheets","95000"
"python","89100"
"kubernetes","89100"
"sql","75000"
"sql server","75000"
"oracle","75000"
"excel","75000"
"sap","75000"
"sharepoint","75000"
"sql","44100"
"sql server","44100"
"oracle","44100"
"power bi","44100"
"sap","44100"
"flow","44100"
"excel","140000"
"power bi","62500"
"sap","62500"
"powerpoint","62500"
"excel","80000"
"spreadsheet","80000"
"spss","85000"
"sql","65000"
"excel","65000"
"sql","70000"
"aws","70000"
"oracle","70000"
"tableau","70000"
"sql","97500"
"excel","97500"
"tableau","97500"
"spreadsheet","97500"
"sheets","97500"
"sql","100000"
"python","100000"
"nosql","100000"
"r","100000"
"aws","100000"
"redshift","100000"
"snowflake","100000"
"excel","100000"
"power bi","100000"
"microstrategy","100000"
"sql","110240"
"sql server","110240"
"redshift","110240"
"snowflake","110240"
"tableau","110240"
"excel","65000"
"sql","85000"
"python","85000"
"vba","85000"
"excel","85000"
"word","85000"
"powerpoint","85000"
"alteryx","85000"
"flow","85000"
"sql","69500"
"html","69500"
"crystal","69500"
"sql server","69500"
"excel","69500"
"power bi","69500"
"sap","69500"
"sql","101000"
"mongodb","101000"
"mongodb","101000"
"oracle","101000"
"linux","101000"
"windows","101000"
"tableau","101000"
"sql","111175"
"python","111175"
"go","111175"
"looker","111175"
"flow","77661"
"terminal","77661"
"sql","70000"
"sql","163782"
"aws","163782"
"spark","163782"
"tableau","95000"
"power bi","95000"
"qlik","95000"
"sql","100500"
"tableau","100500"
"sql","120000"
"r","80000"
"tableau","80000"
"powerpoint","80000"
"cognos","80000"
"sql","102500"
"python","102500"
"postgresql","102500"
"sql server","102500"
"redshift","102500"
"oracle","102500"
"tableau","102500"
"flow","102500"
"sql","90000"
"sas","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"sas","90000"
"spss","90000"
"sql","93027"
"python","93027"
"r","93027"
"javascript","93027"
"html","93027"
"css","93027"
"ruby","93027"
"oracle","93027"
"ruby","93027"
"tableau","93027"
"sharepoint","93027"
"sql","52500"
"excel","52500"
"tableau","52500"
"power bi","52500"
"excel","95000"
"sql","97500"
"tableau","97500"
"oracle","170000"
"unix","170000"
"excel","70500"
"tableau","70500"
"power bi","70500"
"sql","98500"
"excel","98500"
"sql","75068"
"gcp","75068"
"looker","75068"
"sql","89204"
"assembly","89204"
"tableau","89204"
"sheets","89204"
"sql","50400"
"python","50400"
"r","50400"
"jupyter","50400"
"power bi","50400"
"excel","89100"
"excel","66250"
"tableau","66250"
"word","66250"
"sql","137500"
"python","137500"
"sql server","137500"
"azure","137500"
"tableau","137500"
"power bi","137500"
"python","81000"
"r","81000"
"spark","81000"
"planner","81000"
"sas","90792"
"crystal","90792"
"excel","90792"
"sas","90792"
